"","p_bic","q_bic","BIC","ID_bic","p_aic","q_aic","AIC","ID_aic"
"161","2","0","168.8","(2,0)","1","2","160.45","(1,2)"
"162","2","0","168.98","(2,0)","2","0","161.34","(2,0)"
"163","2","0","150.45","(2,0)","2","1","141.87","(2,1)"
"164","2","0","170.43","(2,0)","1","2","162.74","(1,2)"
"165","1","0","150.05","(1,0)","2","0","142.7","(2,0)"
"166","2","0","150.8","(2,0)","2","0","143.15","(2,0)"
"167","1","2","164.18","(1,2)","1","2","154.62","(1,2)"
"168","1","1","154.79","(1,1)","1","1","147.14","(1,1)"
"169","0","0","122.64","(0,0)","0","2","118.8","(0,2)"
"170","1","0","152.08","(1,0)","1","0","146.35","(1,0)"
"171","2","0","151.89","(2,0)","1","2","143.07","(1,2)"
"172","1","0","153.19","(1,0)","1","1","145.63","(1,1)"
"173","1","0","145.13","(1,0)","1","1","137.5","(1,1)"
"174","0","2","139.79","(0,2)","0","2","132.15","(0,2)"
"175","0","1","153.58","(0,1)","0","1","147.84","(0,1)"
"176","1","1","142.1","(1,1)","1","1","134.45","(1,1)"
"177","1","0","158.12","(1,0)","2","0","150.87","(2,0)"
